id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
320	curley j.p. (2011a)	"<table><tr><td>Authors:</td><td>curley j.p.; mashoodh r.; champagne f.a.</td></tr><tr><td>Title:</td><td>epigenetics and the origins of paternal effects</td></tr><tr><td>Source:</td><td>hormones and behavior, 59(3), 306-314</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.yhbeh.2010.06.018	-0.0094	0.126	1	219	96	189	5.8887	2011	189	5.8887
321	youngson n.a. (2011)	"<table><tr><td>Authors:</td><td>youngson n.a.; whitelaw e.</td></tr><tr><td>Title:</td><td>the effects of acquired paternal obesity on the next generation</td></tr><tr><td>Source:</td><td>asian journal of andrology, 13(2), 195-196</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1038/aja.2010.163	-0.2981	-0.432	1	138	15	13	0.405	2011	13	0.405
322	ferguson-smith a.c. (2011)	"<table><tr><td>Authors:</td><td>ferguson-smith a.c.; patti m.-e.</td></tr><tr><td>Title:</td><td>you are what your dad ate</td></tr><tr><td>Source:</td><td>cell metabolism, 13(2), 115-117</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.cmet.2011.01.011	-0.2702	-0.5566	1	139	9	58	1.8071	2011	58	1.8071
323	dobrzyńska m.m. (2011)	"<table><tr><td>Authors:</td><td>dobrzyńska m.m.; tyrkiel e.j.; pachocki k.a.</td></tr><tr><td>Title:</td><td>developmental toxicity in mice following paternal exposure to di-n-butyl-phthalate (dbp)</td></tr><tr><td>Source:</td><td>biomedical and environmental sciences, 24(5), 569-578</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.3967/0895-3988.2011.05.017	0.997	0.0929	2	11	10	19	0.592	2011	19	0.592
324	kedia-mokashi n. (2010)	"<table><tr><td>Authors:</td><td>kedia-mokashi n.; makawy a.e.l.; saxena m.; balasinor n.h.</td></tr><tr><td>Title:</td><td>chromosomal aberration in the post-implantation embryos sired by tamoxifen treated male rats</td></tr><tr><td>Source:</td><td>mutation research - genetic toxicology and environmental mutagenesis, 703(2), 169-173</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.mrgentox.2010.08.016	0.2283	1.2217	1	5	11	4	0.0438	2010	4	0.0438
325	assayed m.e. (2010)	"<table><tr><td>Authors:</td><td>assayed m.e.; khalaf a.a.; salem h.a.</td></tr><tr><td>Title:</td><td>protective effects of garlic extract and vitamin c against in vivo cypermethrin-induced teratogenic effects in rat offspring</td></tr><tr><td>Source:</td><td>food and chemical toxicology, 48(11), 3153-3158</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.fct.2010.08.011	0.6697	0.4293	2	10	3	24	0.263	2010	24	0.263
326	ng s.-f. (2010)	"<table><tr><td>Authors:</td><td>ng s.-f.; lin r.c.y.; laybutt d.r.; barres r.; owens j.a.; morris m.j.</td></tr><tr><td>Title:</td><td>chronic high-fat diet in fathers programs β 2-cell dysfunction in female rat offspring</td></tr><tr><td>Source:</td><td>nature, 467(7318), 963-966</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1038/nature09491	-0.2617	-0.6589	1	57	21	766	8.3945	2010	766	8.3945
327	hales b.f. (2010)	"<table><tr><td>Authors:</td><td>hales b.f.; robaire b.</td></tr><tr><td>Title:</td><td>the male germ cell as a target for toxicants</td></tr><tr><td>Source:</td><td>comprehensive toxicology, second edition, 11, 115-129</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/b978-0-08-046884-6.01107-6	0.5133	-0.0082	2	104	72	0	0	2010	0	0
328	revardel e. (2010)	"<table><tr><td>Authors:</td><td>revardel e.; franc a.; petit r.j.</td></tr><tr><td>Title:</td><td>sex-biased dispersal promotes adaptive parental effects</td></tr><tr><td>Source:</td><td>bmc evolutionary biology, 10(1)</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1186/1471-2148-10-217	-0.9154	0.1954	3	86	28	11	0.1205	2010	11	0.1205
329	kimmins s. (2010)	"<table><tr><td>Authors:</td><td>kimmins s.</td></tr><tr><td>Title:</td><td>expanding waistlines heighten the risk for reproductive toxicity</td></tr><tr><td>Source:</td><td>biology of reproduction, 82(1), 1-3</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1095/biolreprod.109.082032	0.4227	-0.4551	2	44	6	0	0	2010	0	0
330	curley j.p. (2010)	"<table><tr><td>Authors:</td><td>curley j.p.; mashoodh r.</td></tr><tr><td>Title:</td><td>parent-of-origin and trans-generational germline influences on behavioral development: the interacting roles of mothers, fathers, and grandparents</td></tr><tr><td>Source:</td><td>developmental psychobiology, 52(4), 312-330</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1002/dev.20430	-0.0914	0.2176	1	218	82	41	0.4493	2010	41	0.4493
331	james w.h. (2010)	"<table><tr><td>Authors:</td><td>james w.h.</td></tr><tr><td>Title:</td><td>the offspring sex ratios of male mammals treated with dioxin before mating: comment on the paper of ishihara et al.</td></tr><tr><td>Source:</td><td>reproductive toxicology, 29(2), 246</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.reprotox.2009.11.008	1.2914	0.1711	2	16	9	1	0.011	2010	1	0.011
332	roth o. (2010)	"<table><tr><td>Authors:</td><td>roth o.; joop g.; eggert h.; hilbert j.; daniel j.; schmid-hempel p.; kurtz j.</td></tr><tr><td>Title:</td><td>paternally derived immune priming for offspring in the red flour beetle, tribolium castaneum</td></tr><tr><td>Source:</td><td>journal of animal ecology, 79(2), 403-413</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1111/j.1365-2656.2009.01617.x	-0.8766	0.1464	3	79	26	129	1.4137	2010	129	1.4137
333	shah p.s. (2010)	"<table><tr><td>Authors:</td><td>shah p.s.</td></tr><tr><td>Title:</td><td>paternal factors and low birthweight, preterm, and small for gestational age births: a systematic review</td></tr><tr><td>Source:</td><td>american journal of obstetrics and gynecology, 202(2), 103-123</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.ajog.2009.08.026	0.744	0.1747	2	43	44	76	0.8329	2010	76	0.8329
334	kaati g. (2010)	"<table><tr><td>Authors:</td><td>kaati g.</td></tr><tr><td>Title:</td><td>case studies on epigenetic inheritance</td></tr><tr><td>Source:</td><td>epigenetics and human health: linking hereditary, environmental and nutritional aspects, 63-86</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1002/9783527628384.ch7	-0.0895	0.1923	1	109	19	3	0.0329	2010	3	0.0329
335	puri d. (2010)	"<table><tr><td>Authors:</td><td>puri d.; dhawan j.; mishra r.k.</td></tr><tr><td>Title:</td><td>the paternal hidden agenda: epigenetic inheritance through sperm chromatin</td></tr><tr><td>Source:</td><td>epigenetics, 5(5)</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.4161/epi.5.5.12005	-0.0303	0.1591	1	113	35	40	0.4384	2010	40	0.4384
336	bonduriansky r. (2009)	"<table><tr><td>Authors:</td><td>bonduriansky r.; day t.</td></tr><tr><td>Title:</td><td>nongenetic inheritance and its evolutionary implications</td></tr><tr><td>Source:</td><td>annual review of ecology, evolution, and systematics, 40, 103-125</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1146/annurev.ecolsys.39.110707.173441	-0.4713	0.3012	3	179	82	259	3.8427	2009	259	3.8427
337	smith r.g. (2009)	"<table><tr><td>Authors:</td><td>smith r.g.; kember r.l.; mill j.; fernandes c.; schalkwyk l.c.; buxbaum j.d.; reichenberg a.</td></tr><tr><td>Title:</td><td>advancing paternal age is associated with deficits in social and exploratory behaviors in the offspring: a mouse model</td></tr><tr><td>Source:</td><td>plos one, 4(12)</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1371/journal.pone.0008456	-0.0154	0.387	1	37	8	48	0.7122	2009	48	0.7122
338	wigle d.t. (2009)	"<table><tr><td>Authors:</td><td>wigle d.t.; turner m.c.; krewski d.</td></tr><tr><td>Title:</td><td>a systematic review and meta-analysis of childhood leukemia and parental occupational pesticide exposure</td></tr><tr><td>Source:</td><td>environmental health perspectives, 117(10), 1505-1513</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1289/ehp.0900582	1.0321	-0.0727	2	19	27	91	1.3501	2009	91	1.3501
339	ghasemi n. (2009)	"<table><tr><td>Authors:</td><td>ghasemi n.; babaei h.; azizallahi s.; kheradmand a.</td></tr><tr><td>Title:</td><td>effect of long-term administration of zinc after scrotal heating on mice spermatozoa and subsequent offspring quality</td></tr><tr><td>Source:</td><td>andrologia, 41(4), 222-228</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1111/j.1439-0272.2009.00920.x	0.0982	0.7786	1	7	6	16	0.2374	2009	16	0.2374
340	piña-guzmán b. (2009)	"<table><tr><td>Authors:</td><td>piña-guzmán b.; sánchez-gutiérrez m.; marchetti f.; hernández-ochoa i.; solís-heredia m.j.; quintanilla-vega b.</td></tr><tr><td>Title:</td><td>methyl-parathion decreases sperm function and fertilization capacity after targeting spermatocytes and maturing spermatozoa</td></tr><tr><td>Source:</td><td>toxicology and applied pharmacology, 238(2), 141-149</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1016/j.taap.2009.05.008	0.8635	-0.5301	2	8	8	27	0.4006	2009	27	0.4006
341	shim y.k. (2009)	"<table><tr><td>Authors:</td><td>shim y.k.; miynarek s.p.; van wijngaarden e.</td></tr><tr><td>Title:</td><td>parental exposure to pesticides and childhood brain cancer: u.s. atlantic coast childhood brain cancer study</td></tr><tr><td>Source:</td><td>environmental health perspectives, 117(6), 1002-1006</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1289/ehp.0800209	1.016	-0.3362	2	6	10	44	0.6528	2009	44	0.6528
342	gomes j. (2009)	"<table><tr><td>Authors:</td><td>gomes j.; lloyd o.l.</td></tr><tr><td>Title:</td><td>oral exposure of mice to formulations of organophosphorous pesticides: gestational and litter outcomes</td></tr><tr><td>Source:</td><td>international journal of environmental health research, 19(2), 125-137</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1080/09603120802415818	1.4472	0.1201	2	8	9	2	0.0297	2009	2	0.0297
343	garcía-palomares s. (2009)	"<table><tr><td>Authors:</td><td>garcía-palomares s.; pertusa j.f.; miñarro j.; garcía-pérez m.a.; hermenegildo c.; rausell f.; cano a.; tarín j.j.</td></tr><tr><td>Title:</td><td>long-term effects of delayed fatherhood in mice on postnatal development and behavioral traits of offspring</td></tr><tr><td>Source:</td><td>biology of reproduction, 80(2), 337-342</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1095/biolreprod.108.072066	0.1851	0.3655	1	28	21	32	0.4748	2009	32	0.4748
344	garcía-palomares s. (2009a)	"<table><tr><td>Authors:</td><td>garcía-palomares s.; navarro s.; pertusa j.f.; hermenegildo c.; garcía-pérez m.a.; rausell f.; cano a.; tarín j.j.</td></tr><tr><td>Title:</td><td>delayed fatherhood in mice decreases reproductive fitness and longevity of offspring</td></tr><tr><td>Source:</td><td>biology of reproduction, 80(2), 343-349</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1095/biolreprod.108.073395	-0.3413	0.627	1	16	10	24	0.3561	2009	24	0.3561
345	zeisel s.h. (2009)	"<table><tr><td>Authors:</td><td>zeisel s.h.</td></tr><tr><td>Title:</td><td>epigenetic mechanisms for nutrition determinants of later health outcomes</td></tr><tr><td>Source:</td><td>american journal of clinical nutrition, 89(5), 1488s-1493s</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.3945/ajcn.2009.27113b	-0.2479	0.1527	1	48	14	131	1.9436	2009	131	1.9436
346	mclain v.c. (2008)	"<table><tr><td>Authors:</td><td>mclain v.c.</td></tr><tr><td>Title:</td><td>final report of the addendum to the safety assessment of n-butyl alcohol as used in cosmetics</td></tr><tr><td>Source:</td><td>international journal of toxicology, 27(suppl. 2), 53-69</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.1080/10915810802244504	1.2794	1.0052	2	1	1	8	0.1914	2008	8	0.1914
347	zamudio n.m. (2008)	"<table><tr><td>Authors:</td><td>zamudio n.m.; chong s.; o'bryan m.k.</td></tr><tr><td>Title:</td><td>epigenetic regulation in male germ cells</td></tr><tr><td>Source:</td><td>reproduction, 136(2), 131-146</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.1530/rep-07-0576	0.3972	0.0457	1	106	66	76	1.8182	2008	76	1.8182
348	weselak m. (2008)	"<table><tr><td>Authors:</td><td>weselak m.; arbuckle t.e.; wigle d.t.; walker m.c.; krewski d.</td></tr><tr><td>Title:</td><td>pre- and post-conception pesticide exposure and the risk of birth defects in an ontario farm population</td></tr><tr><td>Source:</td><td>reproductive toxicology, 25(4), 472-480</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.1016/j.reprotox.2008.05.060	1.0135	0.1691	2	18	17	26	0.622	2008	26	0.622
349	nanassy l. (2008)	"<table><tr><td>Authors:</td><td>nanassy l.; carrell d.t.</td></tr><tr><td>Title:</td><td>paternal effects on early embryogenesis</td></tr><tr><td>Source:</td><td>journal of experimental and clinical assisted reproduction, 5</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.1186/1743-1050-5-2	0.2498	0.0267	1	70	47	37	0.8852	2008	37	0.8852
350	cordier s. (2008)	"<table><tr><td>Authors:</td><td>cordier s.</td></tr><tr><td>Title:</td><td>evidence for a role of paternal exposures in developmental toxicity</td></tr><tr><td>Source:</td><td>basic and clinical pharmacology and toxicology, 102(2), 176-181</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.1111/j.1742-7843.2007.00162.x	0.5635	0.0384	2	93	32	62	1.4833	2008	62	1.4833
351	brown k.h. (2007)	"<table><tr><td>Authors:</td><td>brown k.h.; schultz i.r.; nagler j.j.</td></tr><tr><td>Title:</td><td>reduced embryonic survival in rainbow trout resulting from paternal exposure to the environmental estrogen 17α-ethynylestradiol during late sexual maturation</td></tr><tr><td>Source:</td><td>reproduction, 134(5), 659-666</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1530/rep-07-0169	0.0185	0.4222	1	55	8	30	1.2097	2007	30	1.2097
352	bonduriansky r. (2007)	"<table><tr><td>Authors:</td><td>bonduriansky r.; head m.</td></tr><tr><td>Title:</td><td>maternal and paternal condition effects on offspring phenotype in telostylinus angusticollis (diptera: neriidae)</td></tr><tr><td>Source:</td><td>journal of evolutionary biology, 20(6), 2379-2388</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1111/j.1420-9101.2007.01419.x	-0.4826	0.3578	3	141	51	89	3.5887	2007	89	3.5887
353	alonso-alvarez c. (2007)	"<table><tr><td>Authors:</td><td>alonso-alvarez c.; bertrand s.; sorci g.</td></tr><tr><td>Title:</td><td>sex-specific transgenerational effects of early developmental conditions in a passerine</td></tr><tr><td>Source:</td><td>biological journal of the linnean society, 91(3), 469-474</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1111/j.1095-8312.2007.00811.x	-0.7399	0.6921	3	34	11	10	0.4032	2007	10	0.4032
354	meek l.r. (2007)	"<table><tr><td>Authors:</td><td>meek l.r.; myren k.; sturm j.; burau d.</td></tr><tr><td>Title:</td><td>acute paternal alcohol use affects offspring development and adult behavior</td></tr><tr><td>Source:</td><td>physiology and behavior, 91(1), 154-160</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1016/j.physbeh.2007.02.004	0.6006	0.4088	1	69	28	24	0.9677	2007	24	0.9677
355	sellin m.k. (2007)	"<table><tr><td>Authors:</td><td>sellin m.k.; eidem t.m.; kolok a.s.</td></tr><tr><td>Title:</td><td>cadmium exposures in fathead minnows: are there sex-specific differences in mortality, reproductive success, and cd accumulation?</td></tr><tr><td>Source:</td><td>archives of environmental contamination and toxicology, 52(4), 535-540</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1007/s00244-006-0222-0	-2.0565	0.8425	3	1	1	4	0.1613	2007	4	0.1613
356	ishihara k. (2007)	"<table><tr><td>Authors:</td><td>ishihara k.; warita k.; tanida t.; sugawara t.; kitagawa h.; hoshi n.</td></tr><tr><td>Title:</td><td>does paternal exposure to 2,3,7,8-tetrachlorodibenzo-p-dioxin (tcdd) affect the sex ratio of offspring?</td></tr><tr><td>Source:</td><td>journal of veterinary medical science, 69(4), 347-352</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1292/jvms.69.347	1.1377	0.0366	2	18	11	25	1.0081	2007	25	1.0081
357	carbone p. (2007)	"<table><tr><td>Authors:</td><td>carbone p.; giordano f.; nori f.; mantovani a.; taruscio d.; lauria l.; figà-talamanca i.</td></tr><tr><td>Title:</td><td>the possible role of endocrine disrupting chemicals in the aetiology of cryptorchidism and hypospadias: a population-based case-control study in rural sicily</td></tr><tr><td>Source:</td><td>international journal of andrology, 30(1), 3-13</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1111/j.1365-2605.2006.00703.x	1.1476	-0.3959	2	7	8	61	2.4597	2007	61	2.4597
358	favero a.m. (2007)	"<table><tr><td>Authors:</td><td>favero a.m.; weis s.n.; stangherlin e.c.; rocha j.b.t.; nogueira c.w.</td></tr><tr><td>Title:</td><td>sub-chronic exposure of adult male rats to diphenyl ditelluride did not affect the development of their progeny</td></tr><tr><td>Source:</td><td>food and chemical toxicology, 45(5), 859-862</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1016/j.fct.2006.11.005	0.857	0.4992	2	25	15	0	0	2007	0	0
359	favero a.m. (2007a)	"<table><tr><td>Authors:</td><td>favero a.m.; weis s.n.; stangherlin e.c.; zeni g.; rocha j.b.t.; nogueira c.w.</td></tr><tr><td>Title:</td><td>adult male rats sub-chronically exposed to diphenyl diselenide: effects on their progeny</td></tr><tr><td>Source:</td><td>reproductive toxicology, 23(1), 119-123</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1016/j.reprotox.2006.09.004	0.7712	0.8615	2	12	8	4	0.1613	2007	4	0.1613
360	robaire b. (2007)	"<table><tr><td>Authors:</td><td>robaire b.; codrington a.m.; hales b.f.</td></tr><tr><td>Title:</td><td>molecular changes in sperm and early embryos after paternal exposure to a chemotherapeutic agent</td></tr><tr><td>Source:</td><td>issues in toxicology, 124-133</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"		0.7992	0.0881	2	38	50	1	0.0403	2007	1	0.0403
361	mjøen g. (2006)	"<table><tr><td>Authors:</td><td>mjøen g.; sætre d.o.; lie r.t.; tynes t.; blaasaas k.g.; hannevik m.; irgens l.m.</td></tr><tr><td>Title:</td><td>paternal occupational exposure to radiofrequency electromagnetic fields and risk of adverse pregnancy outcome</td></tr><tr><td>Source:</td><td>european journal of epidemiology, 21(7), 529-535</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"	https://doi.org/10.1007/s10654-006-9030-0	1.7302	-0.4732	2	4	5	26	0.437	2006	26	0.437
362	chen t.h.-h. (2006)	"<table><tr><td>Authors:</td><td>chen t.h.-h.; chiu y.-h.; boucher b.j.</td></tr><tr><td>Title:</td><td>transgenerational effects of betel-quid chewing on the development of the metabolic syndrome in the keelung community-based integrated screening program</td></tr><tr><td>Source:</td><td>american journal of clinical nutrition, 83(3), 688-692</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"		0.6601	0.1782	1	9	2	49	0.8235	2006	49	0.8235
363	he f. (2006)	"<table><tr><td>Authors:</td><td>he f.; lidow i.a.; lidow m.s.</td></tr><tr><td>Title:</td><td>consequences of paternal cocaine exposure in mice</td></tr><tr><td>Source:</td><td>neurotoxicology and teratology, 28(2), 198-209</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"	https://doi.org/10.1016/j.ntt.2005.12.003	0.3011	0.4972	1	43	18	57	0.958	2006	57	0.958
364	bieber a.m. (2006)	"<table><tr><td>Authors:</td><td>bieber a.m.; marcon l.; hales b.f.; robaire b.</td></tr><tr><td>Title:</td><td>effects of chemotherapeutic agents for testicular cancer on the male rat reproductive system, spermatozoa, and fertility</td></tr><tr><td>Source:</td><td>journal of andrology, 27(2), 189-200</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"	https://doi.org/10.2164/jandrol.05103	1.004	-0.1932	2	24	11	66	1.1092	2006	66	1.1092
365	anderson l.m. (2006)	"<table><tr><td>Authors:</td><td>anderson l.m.; riffle l.; wilson r.; travlos g.s.; lubomirski m.s.; alvord w.g.</td></tr><tr><td>Title:</td><td>preconceptional fasting of fathers alters serum glucose in offspring of mice</td></tr><tr><td>Source:</td><td>nutrition, 22(3), 327-331</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"	https://doi.org/10.1016/j.nut.2005.09.006	0.0067	0.5988	3	53	11	109	1.8319	2006	109	1.8319
366	james w.h. (2006)	"<table><tr><td>Authors:</td><td>james w.h.</td></tr><tr><td>Title:</td><td>offspring sex ratios at birth as markers of paternal endocrine disruption</td></tr><tr><td>Source:</td><td>environmental research, 100(1), 77-85</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"	https://doi.org/10.1016/j.envres.2005.03.001	1.3276	0.0004	2	20	37	50	0.8403	2006	50	0.8403
367	zhu b. (2005)	"<table><tr><td>Authors:</td><td>zhu b.; maddocks s.</td></tr><tr><td>Title:</td><td>the effect of paternal heat stress on protein profiles of pre-implantation embryos in the mouse</td></tr><tr><td>Source:</td><td>international journal of andrology, 28(3), 128-136</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"	https://doi.org/10.1111/j.1365-2605.2005.00530.x	1.0568	1.2469	1	1	11	2	1	2005	2	1
368	zhu b. (2004)	"<table><tr><td>Authors:</td><td>zhu b.; walker s.k.; oakey h.; setchell b.p.; maddocks s.</td></tr><tr><td>Title:</td><td>effect of paternal heat stress on the development in vitro of preimplantation embryos in the mouse</td></tr><tr><td>Source:</td><td>andrologia, 36(6), 384-394</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1111/j.1439-0272.2004.00635.x	0.6422	0.7138	1	8	19	27	0.8967	2004	27	0.8967
369	lawson c.c. (2004)	"<table><tr><td>Authors:</td><td>lawson c.c.; schnorr t.m.; whelan e.a.; deddens j.a.; dankovic d.a.; piacitelli l.a.; sweeney m.h.; connally l.b.</td></tr><tr><td>Title:</td><td>paternal occupational exposure to 2,3,7,8-tetrachlorodibenzo-p-dioxin and birth outcomes of offspring: birth weight, preterm delivery, and birth defects</td></tr><tr><td>Source:</td><td>environmental health perspectives, 112(14), 1403-1408</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1289/ehp.7051	1.0158	-0.429	2	11	18	28	0.9299	2004	28	0.9299
370	hwang s.-y. (2004)	"<table><tr><td>Authors:</td><td>hwang s.-y.; kim w.-j.; wee j.-j.; choi j.-s.; kim s.-k.</td></tr><tr><td>Title:</td><td>panax ginseng improves survival and sperm quality in guinea pigs exposed to 2,3,7,8-tetrachlorodibenzo-p-dioxin</td></tr><tr><td>Source:</td><td>bju international, 94(4), 663-668</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1111/j.1464-410x.2004.05019.x	1.989	0.2686	2	1	1	38	1.262	2004	38	1.262
371	kedia n. (2004)	"<table><tr><td>Authors:</td><td>kedia n.; gill-sharma m.k.; parte p.; juneja h.s.; balasinor n.</td></tr><tr><td>Title:</td><td>effect of paternal tamoxifen on the expression of insulin-like growth factor 2 and insulin-like growth factor type 1 receptor in the post-implantation rat embryos</td></tr><tr><td>Source:</td><td>molecular reproduction and development, 69(1), 22-30</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1002/mrd.20159	0.5048	0.6107	1	43	19	7	0.2325	2004	7	0.2325
372	livy d.j. (2004)	"<table><tr><td>Authors:</td><td>livy d.j.; maier s.e.; west j.r.</td></tr><tr><td>Title:</td><td>long-term alcohol exposure prior to conception results in lower fetal body weights</td></tr><tr><td>Source:</td><td>birth defects research part b - developmental and reproductive toxicology, 71(3), 135-141</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1002/bdrb.20007	0.763	0.4584	1	40	18	13	0.4317	2004	13	0.4317
373	cheng r.y.-s. (2004)	"<table><tr><td>Authors:</td><td>cheng r.y.-s.; hockman t.; crawford e.; anderson l.m.; shiao y.-h.</td></tr><tr><td>Title:</td><td>epigenetic and gene expression changes related to transgenerational carcinogenesis</td></tr><tr><td>Source:</td><td>molecular carcinogenesis, 40(1), 1-11</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1002/mc.20022	0.647	0.4859	2	12	5	59	1.9594	2004	59	1.9594
374	jamerson p.a. (2004)	"<table><tr><td>Authors:</td><td>jamerson p.a.; wulser m.j.; kimler b.f.</td></tr><tr><td>Title:</td><td>neurobehavioral effects in rat pups whose sires were exposed to alcohol</td></tr><tr><td>Source:</td><td>developmental brain research, 149(2), 103-111</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1016/j.devbrainres.2003.12.010	0.6728	0.4513	1	49	24	25	0.8303	2004	25	0.8303
375	hjollund n.h. (2004)	"<table><tr><td>Authors:</td><td>hjollund n.h.; bonde j.p.; ernst e.; lindenberg s.; andersen a.n.; olsen j.</td></tr><tr><td>Title:</td><td>pesticide exposure in male farmers and survival of in vitro fertilized pregnancies</td></tr><tr><td>Source:</td><td>human reproduction, 19(6), 1331-1337</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1093/humrep/deh203	0.7544	0.6116	2	20	14	15	0.4982	2004	15	0.4982
376	chapin r.e. (2004)	"<table><tr><td>Authors:</td><td>chapin r.e.; robbins w.a.; schieve l.a.; sweeney a.m.; tabacova s.a.; tomashek k.m.</td></tr><tr><td>Title:</td><td>off to a good start: the influence of pre- and periconceptional exposures, parental fertility, and nutrition on children's health</td></tr><tr><td>Source:</td><td>environmental health perspectives, 112(1), 69-78</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"		0.8267	-0.2092	2	46	39	59	1.9594	2004	59	1.9594
377	fox c.w. (2003)	"<table><tr><td>Authors:</td><td>fox c.w.; bush m.l.; wallin w.g.</td></tr><tr><td>Title:</td><td>maternal age affects offspring lifespan of the seed beetle, callosobruchus maculatus</td></tr><tr><td>Source:</td><td>functional ecology, 17(6), 811-820</td></tr><tr><td>Year:</td><td>2003</td></tr></table>"	https://doi.org/10.1111/j.1365-2435.2003.00799.x	-0.1634	0.6405	3	37	26	66	1.4194	2003	66	1.4194
378	magiafoglou a. (2003)	"<table><tr><td>Authors:</td><td>magiafoglou a.; hoffmann a.a.</td></tr><tr><td>Title:</td><td>cross-generation effects due to cold exposure in drosophila serrata</td></tr><tr><td>Source:</td><td>functional ecology, 17(5), 664-672</td></tr><tr><td>Year:</td><td>2003</td></tr></table>"	https://doi.org/10.1046/j.1365-2435.2003.00774.x	-0.958	0.6908	3	51	29	43	0.9247	2003	43	0.9247
